rent_euro,year,half,half_year,time_period,county,province,area,location,property_type,bedrooms,bedrooms_num,is_dublin,is_city,is_county_aggregate
1586.61,2024,2,2024H2,10,Meath,Leinster,Dunboyne,"Dunboyne, Meath",All property types,1 to 2 bed,1.5,False,False,False
1393.32,2024,2,2024H2,10,Meath,Leinster,Dunshaughlin,"Dunshaughlin, Meath",All property types,1 to 2 bed,1.5,False,False,False
1069.25,2024,2,2024H2,10,Meath,Leinster,Kells,"Kells, Meath",All property types,1 to 2 bed,1.5,False,False,False
1220.33,2024,2,2024H2,10,Meath,Leinster,Navan,"Navan, Meath",All property types,1 to 2 bed,1.5,False,False,False
1423.87,2024,2,2024H2,10,Meath,Leinster,Ratoath,"Ratoath, Meath",All property types,1 to 2 bed,1.5,False,False,False
1194.14,2024,2,2024H2,10,Meath,Leinster,Trim,"Trim, Meath",All property types,1 to 2 bed,1.5,False,False,False
813.78,2024,2,2024H2,10,Monaghan,Ulster,Monaghan,Monaghan,All property types,1 to 2 bed,1.5,False,False,True
947.45,2024,2,2024H2,10,Monaghan,Ulster,Carrickmacross,"Carrickmacross, Monaghan",All property types,1 to 2 bed,1.5,False,False,False
836.75,2024,2,2024H2,10,Monaghan,Ulster,Castleblayney,"Castleblayney, Monaghan",All property types,1 to 2 bed,1.5,False,False,False
821.92,2024,2,2024H2,10,Monaghan,Ulster,Monaghan Town,Monaghan Town,All property types,1 to 2 bed,1.5,False,False,False
970.38,2024,2,2024H2,10,Offaly,Leinster,Offaly,Offaly,All property types,1 to 2 bed,1.5,False,False,True
810.5,2024,2,2024H2,10,Offaly,Leinster,Birr,"Birr, Offaly",All property types,1 to 2 bed,1.5,False,False,False
1044.83,2024,2,2024H2,10,Offaly,Leinster,Edenderry,"Edenderry, Offaly",All property types,1 to 2 bed,1.5,False,False,False
1076.34,2024,2,2024H2,10,Offaly,Leinster,Tullamore,"Tullamore, Offaly",All property types,1 to 2 bed,1.5,False,False,False
901.27,2024,2,2024H2,10,Roscommon,Connacht,Roscommon,Roscommon,All property types,1 to 2 bed,1.5,False,False,True
831.28,2024,2,2024H2,10,Roscommon,Connacht,Roscommon Town,Roscommon Town,All property types,1 to 2 bed,1.5,False,False,False
1477.71,2024,2,2024H2,10,Roscommon,Connacht,Athlone,"Athlone, Roscommon",All property types,1 to 2 bed,1.5,False,False,False
758.44,2024,2,2024H2,10,Roscommon,Connacht,Castlerea,"Castlerea, Roscommon",All property types,1 to 2 bed,1.5,False,False,False
951.09,2024,2,2024H2,10,Sligo,Connacht,Sligo,Sligo,All property types,1 to 2 bed,1.5,False,False,True
954.75,2024,2,2024H2,10,Sligo,Connacht,Sligo Town,Sligo Town,All property types,1 to 2 bed,1.5,False,False,False
1026.63,2024,2,2024H2,10,Sligo,Connacht,Ballisodare,"Ballisodare, Sligo",All property types,1 to 2 bed,1.5,False,False,False
853.67,2024,2,2024H2,10,Tipperary,Munster,Tipperary,Tipperary,All property types,1 to 2 bed,1.5,False,False,True
795.4,2024,2,2024H2,10,Tipperary,Munster,Tipperary Town,Tipperary Town,All property types,1 to 2 bed,1.5,False,False,False
722.05,2024,2,2024H2,10,Tipperary,Munster,Cahir,"Cahir, Tipperary",All property types,1 to 2 bed,1.5,False,False,False
830.62,2024,2,2024H2,10,Tipperary,Munster,Carrick-On-Suir,"Carrick-On-Suir, Tipperary",All property types,1 to 2 bed,1.5,False,False,False
870.89,2024,2,2024H2,10,Tipperary,Munster,Cashel,"Cashel, Tipperary",All property types,1 to 2 bed,1.5,False,False,False
894.34,2024,2,2024H2,10,Tipperary,Munster,Clonmel,"Clonmel, Tipperary",All property types,1 to 2 bed,1.5,False,False,False
883.44,2024,2,2024H2,10,Tipperary,Munster,Nenagh,"Nenagh, Tipperary",All property types,1 to 2 bed,1.5,False,False,False
737.74,2024,2,2024H2,10,Tipperary,Munster,Roscrea,"Roscrea, Tipperary",All property types,1 to 2 bed,1.5,False,False,False
926.11,2024,2,2024H2,10,Tipperary,Munster,Thurles,"Thurles, Tipperary",All property types,1 to 2 bed,1.5,False,False,False
982.76,2024,2,2024H2,10,Waterford,Munster,Waterford,Waterford,All property types,1 to 2 bed,1.5,False,False,True
1003.63,2024,2,2024H2,10,Waterford,Munster,Waterford City,Waterford City,All property types,1 to 2 bed,1.5,False,True,False
1009.87,2024,2,2024H2,10,Waterford,Munster,Dungarvan,"Dungarvan, Waterford",All property types,1 to 2 bed,1.5,False,False,False
892.32,2024,2,2024H2,10,Waterford,Munster,Johns Hill,"Johns Hill, Waterford",All property types,1 to 2 bed,1.5,False,False,False
1039.21,2024,2,2024H2,10,Waterford,Munster,Tramore,"Tramore, Waterford",All property types,1 to 2 bed,1.5,False,False,False
1043.76,2024,2,2024H2,10,Westmeath,Leinster,Westmeath,Westmeath,All property types,1 to 2 bed,1.5,False,False,True
1095.77,2024,2,2024H2,10,Westmeath,Leinster,Athlone,"Athlone, Westmeath",All property types,1 to 2 bed,1.5,False,False,False
984.63,2024,2,2024H2,10,Westmeath,Leinster,Moate,"Moate, Westmeath",All property types,1 to 2 bed,1.5,False,False,False
1001.94,2024,2,2024H2,10,Westmeath,Leinster,Mullingar,"Mullingar, Westmeath",All property types,1 to 2 bed,1.5,False,False,False
1000.72,2024,2,2024H2,10,Wexford,Leinster,Wexford,Wexford,All property types,1 to 2 bed,1.5,False,False,True
853.86,2024,2,2024H2,10,Wexford,Leinster,Bunclody,"Bunclody, Wexford",All property types,1 to 2 bed,1.5,False,False,False
955.26,2024,2,2024H2,10,Wexford,Leinster,Enniscorthy,"Enniscorthy, Wexford",All property types,1 to 2 bed,1.5,False,False,False
1044.05,2024,2,2024H2,10,Wexford,Leinster,Gorey,"Gorey, Wexford",All property types,1 to 2 bed,1.5,False,False,False
1012.9,2024,2,2024H2,10,Wexford,Leinster,New Ross,"New Ross, Wexford",All property types,1 to 2 bed,1.5,False,False,False
1452.33,2024,2,2024H2,10,Wicklow,Leinster,Wicklow,Wicklow,All property types,1 to 2 bed,1.5,False,False,True
1471.53,2024,2,2024H2,10,Wicklow,Leinster,Wicklow Town,Wicklow Town,All property types,1 to 2 bed,1.5,False,False,False
1144.99,2024,2,2024H2,10,Wicklow,Leinster,Arklow,"Arklow, Wicklow",All property types,1 to 2 bed,1.5,False,False,False
1395.87,2024,2,2024H2,10,Wicklow,Leinster,Blessington,"Blessington, Wicklow",All property types,1 to 2 bed,1.5,False,False,False
1342.74,2024,2,2024H2,10,Wicklow,Leinster,Bray,"Bray, Wicklow",All property types,1 to 2 bed,1.5,False,False,False
1603.74,2024,2,2024H2,10,Wicklow,Leinster,Delgany,"Delgany, Wicklow",All property types,1 to 2 bed,1.5,False,False,False
2077.76,2024,2,2024H2,10,Wicklow,Leinster,Greystones,"Greystones, Wicklow",All property types,1 to 2 bed,1.5,False,False,False
773.78,2024,2,2024H2,10,Cavan,Ulster,Cavan,Cavan,Detached house,1 to 2 bed,1.5,False,False,True
852.07,2024,2,2024H2,10,Clare,Munster,Clare,Clare,Detached house,1 to 2 bed,1.5,False,False,True
1122.14,2024,2,2024H2,10,Cork,Munster,Cork,Cork,Detached house,1 to 2 bed,1.5,False,False,True
1409.56,2024,2,2024H2,10,Cork,Munster,Cork City,Cork City,Detached house,1 to 2 bed,1.5,False,True,False
728.69,2024,2,2024H2,10,Donegal,Ulster,Donegal,Donegal,Detached house,1 to 2 bed,1.5,False,False,True
1894.18,2024,2,2024H2,10,Dublin,Leinster,Dublin,Dublin,Detached house,1 to 2 bed,1.5,True,True,True
977.1,2024,2,2024H2,10,Galway,Connacht,Galway,Galway,Detached house,1 to 2 bed,1.5,False,False,True
938.71,2024,2,2024H2,10,Kerry,Munster,Kerry,Kerry,Detached house,1 to 2 bed,1.5,False,False,True
1296.09,2024,2,2024H2,10,Kildare,Leinster,Kildare,Kildare,Detached house,1 to 2 bed,1.5,False,False,True
915.84,2024,2,2024H2,10,Kilkenny,Leinster,Kilkenny,Kilkenny,Detached house,1 to 2 bed,1.5,False,False,True
1097.8,2024,2,2024H2,10,Limerick,Munster,Limerick,Limerick,Detached house,1 to 2 bed,1.5,False,False,True
1133.43,2024,2,2024H2,10,Louth,Leinster,Louth,Louth,Detached house,1 to 2 bed,1.5,False,False,True
836.4,2024,2,2024H2,10,Mayo,Connacht,Mayo,Mayo,Detached house,1 to 2 bed,1.5,False,False,True
1321.24,2024,2,2024H2,10,Meath,Leinster,Meath,Meath,Detached house,1 to 2 bed,1.5,False,False,True
782.12,2024,2,2024H2,10,Monaghan,Ulster,Monaghan,Monaghan,Detached house,1 to 2 bed,1.5,False,False,True
835.75,2024,2,2024H2,10,Offaly,Leinster,Offaly,Offaly,Detached house,1 to 2 bed,1.5,False,False,True
862.15,2024,2,2024H2,10,Roscommon,Connacht,Roscommon,Roscommon,Detached house,1 to 2 bed,1.5,False,False,True
861.76,2024,2,2024H2,10,Sligo,Connacht,Sligo,Sligo,Detached house,1 to 2 bed,1.5,False,False,True
838.17,2024,2,2024H2,10,Tipperary,Munster,Tipperary,Tipperary,Detached house,1 to 2 bed,1.5,False,False,True
969.76,2024,2,2024H2,10,Waterford,Munster,Waterford,Waterford,Detached house,1 to 2 bed,1.5,False,False,True
941.35,2024,2,2024H2,10,Westmeath,Leinster,Westmeath,Westmeath,Detached house,1 to 2 bed,1.5,False,False,True
913.15,2024,2,2024H2,10,Wexford,Leinster,Wexford,Wexford,Detached house,1 to 2 bed,1.5,False,False,True
1482.57,2024,2,2024H2,10,Wicklow,Leinster,Wicklow,Wicklow,Detached house,1 to 2 bed,1.5,False,False,True
823.32,2024,2,2024H2,10,Cavan,Ulster,Cavan,Cavan,Semi detached house,1 to 2 bed,1.5,False,False,True
1266.44,2024,2,2024H2,10,Cork,Munster,Cork,Cork,Semi detached house,1 to 2 bed,1.5,False,False,True
1463.86,2024,2,2024H2,10,Cork,Munster,Cork City,Cork City,Semi detached house,1 to 2 bed,1.5,False,True,False
868.05,2024,2,2024H2,10,Donegal,Ulster,Donegal,Donegal,Semi detached house,1 to 2 bed,1.5,False,False,True
1872.07,2024,2,2024H2,10,Dublin,Leinster,Dublin,Dublin,Semi detached house,1 to 2 bed,1.5,True,True,True
1199.75,2024,2,2024H2,10,Galway,Connacht,Galway,Galway,Semi detached house,1 to 2 bed,1.5,False,False,True
1399.15,2024,2,2024H2,10,Galway,Connacht,Galway City,Galway City,Semi detached house,1 to 2 bed,1.5,False,True,False
986.02,2024,2,2024H2,10,Kerry,Munster,Kerry,Kerry,Semi detached house,1 to 2 bed,1.5,False,False,True
1328.69,2024,2,2024H2,10,Kildare,Leinster,Kildare,Kildare,Semi detached house,1 to 2 bed,1.5,False,False,True
1081.01,2024,2,2024H2,10,Laois,Leinster,Laois,Laois,Semi detached house,1 to 2 bed,1.5,False,False,True
994.41,2024,2,2024H2,10,Limerick,Munster,Limerick,Limerick,Semi detached house,1 to 2 bed,1.5,False,False,True
1085.18,2024,2,2024H2,10,Limerick,Munster,Limerick City,Limerick City,Semi detached house,1 to 2 bed,1.5,False,True,False
1211.81,2024,2,2024H2,10,Louth,Leinster,Louth,Louth,Semi detached house,1 to 2 bed,1.5,False,False,True
854.12,2024,2,2024H2,10,Mayo,Connacht,Mayo,Mayo,Semi detached house,1 to 2 bed,1.5,False,False,True
1268.17,2024,2,2024H2,10,Meath,Leinster,Meath,Meath,Semi detached house,1 to 2 bed,1.5,False,False,True
853.0,2024,2,2024H2,10,Roscommon,Connacht,Roscommon,Roscommon,Semi detached house,1 to 2 bed,1.5,False,False,True
937.56,2024,2,2024H2,10,Sligo,Connacht,Sligo,Sligo,Semi detached house,1 to 2 bed,1.5,False,False,True
964.24,2024,2,2024H2,10,Tipperary,Munster,Tipperary,Tipperary,Semi detached house,1 to 2 bed,1.5,False,False,True
1043.89,2024,2,2024H2,10,Waterford,Munster,Waterford,Waterford,Semi detached house,1 to 2 bed,1.5,False,False,True
1007.15,2024,2,2024H2,10,Wexford,Leinster,Wexford,Wexford,Semi detached house,1 to 2 bed,1.5,False,False,True
1405.28,2024,2,2024H2,10,Wicklow,Leinster,Wicklow,Wicklow,Semi detached house,1 to 2 bed,1.5,False,False,True
1031.86,2024,2,2024H2,10,Carlow,Leinster,Carlow,Carlow,Terrace house,1 to 2 bed,1.5,False,False,True
829.52,2024,2,2024H2,10,Cavan,Ulster,Cavan,Cavan,Terrace house,1 to 2 bed,1.5,False,False,True
966.67,2024,2,2024H2,10,Clare,Munster,Clare,Clare,Terrace house,1 to 2 bed,1.5,False,False,True
1345.43,2024,2,2024H2,10,Cork,Munster,Cork,Cork,Terrace house,1 to 2 bed,1.5,False,False,True
1419.65,2024,2,2024H2,10,Cork,Munster,Cork City,Cork City,Terrace house,1 to 2 bed,1.5,False,True,False
1490.98,2024,2,2024H2,10,Cork,Munster,Blarney,"Blarney, Cork",Terrace house,1 to 2 bed,1.5,False,False,False
666.06,2024,2,2024H2,10,Donegal,Ulster,Donegal,Donegal,Terrace house,1 to 2 bed,1.5,False,False,True
1966.9,2024,2,2024H2,10,Dublin,Leinster,Dublin,Dublin,Terrace house,1 to 2 bed,1.5,True,True,True
1566.48,2024,2,2024H2,10,Dublin,Leinster,Balbriggan,"Balbriggan, Dublin",Terrace house,1 to 2 bed,1.5,True,True,False
1729.12,2024,2,2024H2,10,Dublin,Leinster,Lucan,"Lucan, Dublin",Terrace house,1 to 2 bed,1.5,True,True,False
1701.7,2024,2,2024H2,10,Dublin,Leinster,Swords,"Swords, Dublin",Terrace house,1 to 2 bed,1.5,True,True,False
1964.53,2024,2,2024H2,10,Dublin,Leinster,East Wall,"East Wall, Dublin 3",Terrace house,1 to 2 bed,1.5,True,True,False
2277.18,2024,2,2024H2,10,Dublin,Leinster,Donnybrook,"Donnybrook, Dublin 4",Terrace house,1 to 2 bed,1.5,True,True,False
2019.41,2024,2,2024H2,10,Dublin,Leinster,Ringsend,"Ringsend, Dublin 4",Terrace house,1 to 2 bed,1.5,True,True,False
2291.49,2024,2,2024H2,10,Dublin,Leinster,Sandymount,"Sandymount, Dublin 4",Terrace house,1 to 2 bed,1.5,True,True,False
2434.24,2024,2,2024H2,10,Dublin,Leinster,Ranelagh,"Ranelagh, Dublin 6",Terrace house,1 to 2 bed,1.5,True,True,False
1924.87,2024,2,2024H2,10,Dublin,Leinster,Stoneybatter,"Stoneybatter, Dublin 7",Terrace house,1 to 2 bed,1.5,True,True,False
1899.19,2024,2,2024H2,10,Dublin,Leinster,Inchicore,"Inchicore, Dublin 8",Terrace house,1 to 2 bed,1.5,True,True,False
1911.97,2024,2,2024H2,10,Dublin,Leinster,Crumlin,"Crumlin, Dublin 12",Terrace house,1 to 2 bed,1.5,True,True,False
1383.69,2024,2,2024H2,10,Galway,Connacht,Galway,Galway,Terrace house,1 to 2 bed,1.5,False,False,True
1566.87,2024,2,2024H2,10,Galway,Connacht,Galway City,Galway City,Terrace house,1 to 2 bed,1.5,False,True,False
1017.0,2024,2,2024H2,10,Kerry,Munster,Kerry,Kerry,Terrace house,1 to 2 bed,1.5,False,False,True
1015.51,2024,2,2024H2,10,Kerry,Munster,Tralee,"Tralee, Kerry",Terrace house,1 to 2 bed,1.5,False,False,False
1411.39,2024,2,2024H2,10,Kildare,Leinster,Kildare,Kildare,Terrace house,1 to 2 bed,1.5,False,False,True
1053.55,2024,2,2024H2,10,Laois,Leinster,Laois,Laois,Terrace house,1 to 2 bed,1.5,False,False,True
1326.37,2024,2,2024H2,10,Limerick,Munster,Limerick,Limerick,Terrace house,1 to 2 bed,1.5,False,False,True
1486.78,2024,2,2024H2,10,Limerick,Munster,Limerick City,Limerick City,Terrace house,1 to 2 bed,1.5,False,True,False
1234.7,2024,2,2024H2,10,Louth,Leinster,Louth,Louth,Terrace house,1 to 2 bed,1.5,False,False,True
1284.11,2024,2,2024H2,10,Louth,Leinster,Drogheda,"Drogheda, Louth",Terrace house,1 to 2 bed,1.5,False,False,False
1192.89,2024,2,2024H2,10,Louth,Leinster,Dundalk,"Dundalk, Louth",Terrace house,1 to 2 bed,1.5,False,False,False
901.38,2024,2,2024H2,10,Mayo,Connacht,Mayo,Mayo,Terrace house,1 to 2 bed,1.5,False,False,True
1290.18,2024,2,2024H2,10,Meath,Leinster,Meath,Meath,Terrace house,1 to 2 bed,1.5,False,False,True
1275.73,2024,2,2024H2,10,Meath,Leinster,Navan,"Navan, Meath",Terrace house,1 to 2 bed,1.5,False,False,False
881.49,2024,2,2024H2,10,Monaghan,Ulster,Monaghan,Monaghan,Terrace house,1 to 2 bed,1.5,False,False,True
1081.18,2024,2,2024H2,10,Offaly,Leinster,Offaly,Offaly,Terrace house,1 to 2 bed,1.5,False,False,True
928.9,2024,2,2024H2,10,Roscommon,Connacht,Roscommon,Roscommon,Terrace house,1 to 2 bed,1.5,False,False,True
1050.67,2024,2,2024H2,10,Sligo,Connacht,Sligo,Sligo,Terrace house,1 to 2 bed,1.5,False,False,True
1035.7,2024,2,2024H2,10,Sligo,Connacht,Sligo Town,Sligo Town,Terrace house,1 to 2 bed,1.5,False,False,False
885.94,2024,2,2024H2,10,Tipperary,Munster,Tipperary,Tipperary,Terrace house,1 to 2 bed,1.5,False,False,True
957.85,2024,2,2024H2,10,Tipperary,Munster,Clonmel,"Clonmel, Tipperary",Terrace house,1 to 2 bed,1.5,False,False,False
989.86,2024,2,2024H2,10,Waterford,Munster,Waterford,Waterford,Terrace house,1 to 2 bed,1.5,False,False,True
1065.34,2024,2,2024H2,10,Waterford,Munster,Waterford City,Waterford City,Terrace house,1 to 2 bed,1.5,False,True,False
1032.64,2024,2,2024H2,10,Westmeath,Leinster,Westmeath,Westmeath,Terrace house,1 to 2 bed,1.5,False,False,True
1017.99,2024,2,2024H2,10,Wexford,Leinster,Wexford,Wexford,Terrace house,1 to 2 bed,1.5,False,False,True
944.8,2024,2,2024H2,10,Wexford,Leinster,Enniscorthy,"Enniscorthy, Wexford",Terrace house,1 to 2 bed,1.5,False,False,False
1497.9,2024,2,2024H2,10,Wicklow,Leinster,Wicklow,Wicklow,Terrace house,1 to 2 bed,1.5,False,False,True
1537.33,2024,2,2024H2,10,Wicklow,Leinster,Bray,"Bray, Wicklow",Terrace house,1 to 2 bed,1.5,False,False,False
1843.02,2024,2,2024H2,10,Wicklow,Leinster,Greystones,"Greystones, Wicklow",Terrace house,1 to 2 bed,1.5,False,False,False
1004.01,2024,2,2024H2,10,Carlow,Leinster,Carlow,Carlow,Apartment,1 to 2 bed,1.5,False,False,True
1005.16,2024,2,2024H2,10,Carlow,Leinster,Carlow Town,Carlow Town,Apartment,1 to 2 bed,1.5,False,False,False
990.1,2024,2,2024H2,10,Cavan,Ulster,Cavan,Cavan,Apartment,1 to 2 bed,1.5,False,False,True
1091.28,2024,2,2024H2,10,Cavan,Ulster,Cavan Town,Cavan Town,Apartment,1 to 2 bed,1.5,False,False,False
995.37,2024,2,2024H2,10,Clare,Munster,Clare,Clare,Apartment,1 to 2 bed,1.5,False,False,True
912.99,2024,2,2024H2,10,Clare,Munster,Ennis,"Ennis, Clare",Apartment,1 to 2 bed,1.5,False,False,False
1095.85,2024,2,2024H2,10,Clare,Munster,Shannon,"Shannon, Clare",Apartment,1 to 2 bed,1.5,False,False,False
1294.39,2024,2,2024H2,10,Cork,Munster,Cork,Cork,Apartment,1 to 2 bed,1.5,False,False,True
1393.45,2024,2,2024H2,10,Cork,Munster,Cork City,Cork City,Apartment,1 to 2 bed,1.5,False,True,False
1455.78,2024,2,2024H2,10,Cork,Munster,Ballincollig,"Ballincollig, Cork",Apartment,1 to 2 bed,1.5,False,False,False
1008.18,2024,2,2024H2,10,Cork,Munster,Bandon,"Bandon, Cork",Apartment,1 to 2 bed,1.5,False,False,False
820.75,2024,2,2024H2,10,Cork,Munster,Bantry,"Bantry, Cork",Apartment,1 to 2 bed,1.5,False,False,False
1270.77,2024,2,2024H2,10,Cork,Munster,Blackpool,"Blackpool, Cork",Apartment,1 to 2 bed,1.5,False,False,False
1354.29,2024,2,2024H2,10,Cork,Munster,Blackrock,"Blackrock, Cork",Apartment,1 to 2 bed,1.5,False,False,False
1097.8,2024,2,2024H2,10,Cork,Munster,Clonakilty,"Clonakilty, Cork",Apartment,1 to 2 bed,1.5,False,False,False
1031.48,2024,2,2024H2,10,Cork,Munster,Cobh,"Cobh, Cork",Apartment,1 to 2 bed,1.5,False,False,False
939.62,2024,2,2024H2,10,Cork,Munster,Fermoy,"Fermoy, Cork",Apartment,1 to 2 bed,1.5,False,False,False
1320.08,2024,2,2024H2,10,Cork,Munster,Kinsale,"Kinsale, Cork",Apartment,1 to 2 bed,1.5,False,False,False
1112.79,2024,2,2024H2,10,Cork,Munster,Mallow,"Mallow, Cork",Apartment,1 to 2 bed,1.5,False,False,False
1207.77,2024,2,2024H2,10,Cork,Munster,Midleton,"Midleton, Cork",Apartment,1 to 2 bed,1.5,False,False,False
896.64,2024,2,2024H2,10,Cork,Munster,Skibbereen,"Skibbereen, Cork",Apartment,1 to 2 bed,1.5,False,False,False
985.02,2024,2,2024H2,10,Cork,Munster,Youghal,"Youghal, Cork",Apartment,1 to 2 bed,1.5,False,False,False
824.1,2024,2,2024H2,10,Donegal,Ulster,Donegal,Donegal,Apartment,1 to 2 bed,1.5,False,False,True
684.76,2024,2,2024H2,10,Donegal,Ulster,Buncrana,"Buncrana, Donegal",Apartment,1 to 2 bed,1.5,False,False,False
920.21,2024,2,2024H2,10,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",Apartment,1 to 2 bed,1.5,False,False,False
2036.73,2024,2,2024H2,10,Dublin,Leinster,Dublin,Dublin,Apartment,1 to 2 bed,1.5,True,True,True
1500.86,2024,2,2024H2,10,Dublin,Leinster,Balbriggan,"Balbriggan, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
2254.48,2024,2,2024H2,10,Dublin,Leinster,Blackrock,"Blackrock, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
2088.42,2024,2,2024H2,10,Dublin,Leinster,Booterstown,"Booterstown, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
2585.92,2024,2,2024H2,10,Dublin,Leinster,Dalkey,"Dalkey, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
1615.81,2024,2,2024H2,10,Dublin,Leinster,Donabate,"Donabate, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
2121.96,2024,2,2024H2,10,Dublin,Leinster,Dun Laoghaire,"Dun Laoghaire, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
1938.01,2024,2,2024H2,10,Dublin,Leinster,Howth,"Howth, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
2071.77,2024,2,2024H2,10,Dublin,Leinster,Lucan,"Lucan, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
1966.85,2024,2,2024H2,10,Dublin,Leinster,Lusk,"Lusk, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
2047.44,2024,2,2024H2,10,Dublin,Leinster,Malahide,"Malahide, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
1821.69,2024,2,2024H2,10,Dublin,Leinster,Monkstown,"Monkstown, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
1799.69,2024,2,2024H2,10,Dublin,Leinster,Portmarnock,"Portmarnock, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
1517.77,2024,2,2024H2,10,Dublin,Leinster,Rathcoole,"Rathcoole, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
1753.37,2024,2,2024H2,10,Dublin,Leinster,Saggart,"Saggart, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
1871.59,2024,2,2024H2,10,Dublin,Leinster,Shankill,"Shankill, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
1491.76,2024,2,2024H2,10,Dublin,Leinster,Skerries,"Skerries, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
2259.22,2024,2,2024H2,10,Dublin,Leinster,Stillorgan,"Stillorgan, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
1684.1,2024,2,2024H2,10,Dublin,Leinster,Swords,"Swords, Dublin",Apartment,1 to 2 bed,1.5,True,True,False
2037.33,2024,2,2024H2,10,Dublin,Leinster,I.F.S.C.,"I.F.S.C., Dublin 1",Apartment,1 to 2 bed,1.5,True,True,False
1768.84,2024,2,2024H2,10,Dublin,Leinster,Parnell Street,"Parnell Street, Dublin 1",Apartment,1 to 2 bed,1.5,True,True,False
2305.93,2024,2,2024H2,10,Dublin,Leinster,Spencer Dock,"Spencer Dock, Dublin 1",Apartment,1 to 2 bed,1.5,True,True,False
1615.31,2024,2,2024H2,10,Dublin,Leinster,Summerhill,"Summerhill, Dublin 1",Apartment,1 to 2 bed,1.5,True,True,False
2128.63,2024,2,2024H2,10,Dublin,Leinster,Charlemont Street,"Charlemont Street, Dublin 2",Apartment,1 to 2 bed,1.5,True,True,False
1941.65,2024,2,2024H2,10,Dublin,Leinster,Pearse Street,"Pearse Street, Dublin 2",Apartment,1 to 2 bed,1.5,True,True,False
2056.63,2024,2,2024H2,10,Dublin,Leinster,Temple Bar,"Temple Bar, Dublin 2",Apartment,1 to 2 bed,1.5,True,True,False
1944.1,2024,2,2024H2,10,Dublin,Leinster,Townsend Street,"Townsend Street, Dublin 2",Apartment,1 to 2 bed,1.5,True,True,False
1582.6,2024,2,2024H2,10,Dublin,Leinster,Clonliffe,"Clonliffe, Dublin 3",Apartment,1 to 2 bed,1.5,True,True,False
1854.08,2024,2,2024H2,10,Dublin,Leinster,Clontarf,"Clontarf, Dublin 3",Apartment,1 to 2 bed,1.5,True,True,False
1733.35,2024,2,2024H2,10,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 3",Apartment,1 to 2 bed,1.5,True,True,False
1938.71,2024,2,2024H2,10,Dublin,Leinster,East Wall,"East Wall, Dublin 3",Apartment,1 to 2 bed,1.5,True,True,False
1764.4,2024,2,2024H2,10,Dublin,Leinster,Fairview,"Fairview, Dublin 3",Apartment,1 to 2 bed,1.5,True,True,False
2303.47,2024,2,2024H2,10,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",Apartment,1 to 2 bed,1.5,True,True,False
2126.05,2024,2,2024H2,10,Dublin,Leinster,Donnybrook,"Donnybrook, Dublin 4",Apartment,1 to 2 bed,1.5,True,True,False
2111.55,2024,2,2024H2,10,Dublin,Leinster,Merrion,"Merrion, Dublin 4",Apartment,1 to 2 bed,1.5,True,True,False
2233.87,2024,2,2024H2,10,Dublin,Leinster,Pembroke,"Pembroke, Dublin 4",Apartment,1 to 2 bed,1.5,True,True,False
2088.5,2024,2,2024H2,10,Dublin,Leinster,Ringsend,"Ringsend, Dublin 4",Apartment,1 to 2 bed,1.5,True,True,False
2145.49,2024,2,2024H2,10,Dublin,Leinster,Sandymount,"Sandymount, Dublin 4",Apartment,1 to 2 bed,1.5,True,True,False
1832.44,2024,2,2024H2,10,Dublin,Leinster,Raheny,"Raheny, Dublin 5",Apartment,1 to 2 bed,1.5,True,True,False
2030.59,2024,2,2024H2,10,Dublin,Leinster,Harolds Cross,"Harolds Cross, Dublin 6",Apartment,1 to 2 bed,1.5,True,True,False
2126.91,2024,2,2024H2,10,Dublin,Leinster,Milltown,"Milltown, Dublin 6",Apartment,1 to 2 bed,1.5,True,True,False
1835.31,2024,2,2024H2,10,Dublin,Leinster,Ranelagh,"Ranelagh, Dublin 6",Apartment,1 to 2 bed,1.5,True,True,False
1584.74,2024,2,2024H2,10,Dublin,Leinster,Rathgar,"Rathgar, Dublin 6",Apartment,1 to 2 bed,1.5,True,True,False
1740.6,2024,2,2024H2,10,Dublin,Leinster,Rathmines,"Rathmines, Dublin 6",Apartment,1 to 2 bed,1.5,True,True,False
